struct_weight,CHR@5,Coverage,MeanSim@5,ILD@5
0.1,0.7858823529411763,0.9941176470588236,0.45742705480840534,0.6695572884452548
0.2,0.844705882352941,0.9882352941176471,0.49241593522525806,0.6279523516820177
0.3,0.8917647058823529,0.9882352941176471,0.531873324779051,0.5766701674434677
0.4,0.9176470588235294,1.0,0.5748674093607714,0.5257637832155801
0.5,0.9317647058823528,1.0,0.6211015555555072,0.46796872144858626
0.6,0.9341176470588234,1.0,0.6697485514759397,0.41202128068064753
0.7,0.936470588235294,1.0,0.7200626034962827,0.3552331169455861
0.8,0.9364705882352942,0.9941176470588236,0.7714619251204747,0.2994272727038857
0.9,0.9400000000000001,0.9941176470588236,0.8235397130624706,0.24146442727279457
